	restaurantName	address	city	postalCode	country	priceRange	cuisineType	description	facilitiesServices	creditCards	phoneNumber	website	cleaned_description
815	Bracali	via di Perolla 2	Ghirlanda	58020	Italy	€€€€	Italian Contemporary, Creative	The small, fairly ordinary village of Ghirlanda in the heart of the Colline Metallifere is home to an unexpectedly elegant restaurant, where chef Francesco creates highly original and personalised cuisine. His focus is mainly on meat dishes, which are full of contrasting yet harmoniously balanced flavours (vegetable-meat, fatty-acidic, sweet-sour, soft-crunchy etc). Francesco’s brother Luca takes care of the wine and front of house with skill and dedication; the wine list is extensive and well structured, subdivided into two separate sections (Italy and the rest of the world). Bracali has established a partnership with the local diocese, including helping with the social integration of refugees and managing food waste. In the dining room, works of art are exhibited on a rotation basis and listed in a catalogue.	['Air conditioning', 'Interesting wine list']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 0566 462399	https://www.mondobracali.it/	small fairli ordinari villag ghirlanda heart collin metallifer home unexpectedli eleg restaur chef francesco creat highli origin personalis cuisin focu mainli meat dish full contrast yet harmoni balanc flavour vegetablemeat fattyacid sweetsour softcrunchi etc francesco ’ brother luca take care wine front hous skill dedic wine list extens well structur subdivid two separ section itali rest world bracali establish partnership local dioces includ help social integr refuge manag food wast dine room work art exhibit rotat basi list catalogu
816	Cantina dei Cacciatori	località Villa Superiore 59	Monteu Roero	12040	Italy	€	Piedmontese, Traditional Cuisine	The original sign painted on this restaurant’s façade hints at a history which dates back over a century. Situated outside the village and surrounded by sweet chestnut trees and tufa rock, what was once an old trattoria now serves typical Piedmontese specialities, such as meat and borage ravioli with butter and crispy pancetta, as well as dishes from further afield. Charming outdoor area for summer dining, plus an early - 20C wine cellar which can be visited by guests.	['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 0173 90815	https://www.cantinadeicacciatori.com/	origin sign paint restaur ’ façad hint histori date back centuri situat outsid villag surround sweet chestnut tree tufa rock old trattoria serv typic piedmontes special meat borag ravioli butter crispi pancetta well dish afield charm outdoor area summer dine plu earli 20c wine cellar visit guest
817	La Chioccia d'Oro	via Novi 2	loc. Pietra dei Correnti	"bivio 
Novi Velia"	Vallo della Lucania	€	Country cooking, Campanian	For over 40 years, La Chioccia d'Oro has been renowned for its delicious, bountiful cuisine inspired by the Cilento region, including excellent pasta dishes (fresh and dried pasta served with tasty sauces) and equally delicious meat-based main courses. The ambience is decidedly unpretentious and the prices are some of the most reasonable you’ll find in Italy!	['Air conditioning', 'Car park', 'Terrace']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 0974 70004		40 year la chioccia doro renown delici bounti cuisin inspir cilento region includ excel pasta dish fresh dri pasta serv tasti sauc equal delici meatbas main cours ambienc decidedli unpretenti price reason ’ find itali
818	Butterfly	SS 12 del Brennero 192	Marlia	55012	Italy	€€€€	Italian, Modern Cuisine	The 19C country house that is home to this charming restaurant is surrounded by its own garden, which can be enjoyed throughout the year thanks to its new glass veranda-style dining room – the veranda opens out into the fresh air in summer and is closed and heated in winter, yet still offers lovely views. The successful partnership of father and son (Fabrizio and Andrea Girasoli) in the kitchen results in an extensive menu featuring meat and fish dishes alike. The culinary techniques in evidence are equally at ease in classic-style dishes (superb langoustine from the Tyrrhenian sea freshly cooked on a lava stone and served with a frothy cocktail sauce, vegetable flowers and fruit) and more creative fare (such as the cocoa cigar stuffed with foie gras, apple and hazelnut – a dish dedicated to Puccini). The restaurant is run in a way that manages to be friendly yet at the same time incredibly professional, while the front of house and service is expertly overseen by the chef’s wife Mariella.	['Air conditioning', 'Car park', 'Garden or park', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 0583 307573	https://www.ristorantebutterfly.it/	19c countri hous home charm restaur surround garden enjoy throughout year thank new glass verandastyl dine room – veranda open fresh air summer close heat winter yet still offer love view success partnership father son fabrizio andrea girasoli kitchen result extens menu featur meat fish dish alik culinari techniqu evid equal eas classicstyl dish superb langoustin tyrrhenian sea freshli cook lava stone serv frothi cocktail sauc veget flower fruit creativ fare cocoa cigar stuf foie gra appl hazelnut – dish dedic puccini restaur run way manag friendli yet time incred profession front hous servic expertli overseen chef ’ wife mariella
819	Next2	via Pasitea 242	Positano	84017	Italy	€€€	Contemporary	This restaurant is renowned for its excellent, modern and inviting cuisine. The menu showcases mostly regional ingredients (including meat) that are transformed into delicious recipes – the spinach ravioli with braised beef and blue bufala cheese, and the raw and cooked tuna with burrata, cherry tomatoes and basil are highly recommended. The impressive wine list and selection of cocktails can also be enjoyed as an aperitif or post-dinner drink at the wine bar.	['Interesting wine list', 'Terrace']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 089 812 3516		restaur renown excel modern invit cuisin menu showcas mostli region ingredi includ meat transform delici recip – spinach ravioli brais beef blue bufala chees raw cook tuna burrata cherri tomato basil highli recommend impress wine list select cocktail also enjoy aperitif postdinn drink wine bar
820	Atman	Via IV Novembre 20	Vinci	50059	Italy	€€€	Creative	The village where the famous Leonardo was born (we highly recommend a visit to the museum dedicated to the artist) is now home to this renowned restaurant right in the village centre. Atman offers just one tasting menu which changes constantly in line with the seasons and market availability, in order to allow chef Marco Cahssai to express his imaginative talents to the full. Among the creations on the interesting new menu, don’t miss the spaghetti with five types of tomato, which demonstrates a play of techniques and is full of flavour – the dish is served cold in order to allow the aromatic seasoning to shine through. Also worth sampling is the glazed pigeon served with plums which emphasise its succulent texture. Make sure you ask for wine-pairing recommendations – the often intense contrasts of the dishes require careful attention to ensure the right balance.	['Air conditioning', 'Car park', 'Garden or park', 'Interesting wine list']	['Mastercard', 'Visa']	+39 0573 803432		villag famou leonardo born highli recommend visit museum dedic artist home renown restaur right villag centr atman offer one tast menu chang constantli line season market avail order allow chef marco cahssai express imagin talent full among creation interest new menu ’ miss spaghetti five type tomato demonstr play techniqu full flavour – dish serv cold order allow aromat season shine also worth sampl glaze pigeon serv plum emphasis succul textur make sure ask winepair recommend – often intens contrast dish requir care attent ensur right balanc
821	Fiorfiore	località Chioano	Todi	06059	Italy	€€	Umbrian, Modern Cuisine	This restaurant occupying an elegant villa in a panoramic location with views of Todi and the surrounding countryside serves modern cuisine with its roots in Umbrian tradition. The extra-virgin olive oil comes from directly from the estate, as does some of the wine; there’s also an interesting selection of champagnes. Our inspector recommends the roast suckling pig accompanied by rosemary-flavoured potatoes, as well as the hazelnut cream, yoghurt sorbet and warm chocolate foam dessert. Quiet, comfortable guestrooms complete the picture.	['Air conditioning', 'Car park', 'Great view', 'Interesting wine list', 'Terrace']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 075 894 2416		restaur occupi eleg villa panoram locat view todi surround countrysid serv modern cuisin root umbrian tradit extravirgin oliv oil come directli estat wine ’ also interest select champagn inspector recommend roast suckl pig accompani rosemaryflavour potato well hazelnut cream yoghurt sorbet warm chocol foam dessert quiet comfort guestroom complet pictur
822	Umberto De Martino	via Madonna d'Argon 4/6	San Paolo d'Argon	24060	Italy	€€€€	Mediterranean Cuisine, Contemporary	Part of the Florian Maison hotel in a bucolic setting of rolling hills, this large, elegant restaurant serves as a backdrop for tasting menus from which guests can choose dishes (three or more) à la carte style on weekday lunchtimes. Originally from the Sorrentine peninsula, chef Umberto Sorrentino’s origins clearly influence some of his recipes, which feature vegetables and plenty of fish alongside a few meat options.	['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 035 425 4202	http://www.florianmaison.it	part florian maison hotel bucol set roll hill larg eleg restaur serv backdrop tast menu guest choos dish three à la cart style weekday lunchtim origin sorrentin peninsula chef umberto sorrentino ’ origin clearli influenc recip featur veget plenti fish alongsid meat option
823	Venissa	fondamenta Santa Caterina 3	Mazzorbo	30142	Italy	€€€€	Country cooking, Contemporary	Far away from the tourist hordes, Venissa is situated in a small walled vineyard dating back to the Middle Ages – complete with 14C belltower – on the small island of Mazzorbo, a magical setting which is perfect for a short stroll before settling down to eat. In addition to the Dorona di Venezia vineyard, the restaurant also has a kitchen garden which provides most of its vegetables, including unusual varieties such as “castraure”, a type of local artichoke. Once out of the garden, you come to a small wooden bridge which links Mazzorbo to neighbouring Burano, where you can complete your visit to the lagoon by exploring the lacemakers’ shops and admiring the colourful local houses. The main focus here, however, is the cuisine – and excellent cuisine it is too! Chefs Chiara Pavan and Francesco Brutto describe their dishes as “ambientale” (environmental) because of the close connection between the lagoon and the Upper Adriatic: the menu features plenty of fish and vegetables and almost no meat. Guests choose their number of courses and the dishes come as a surprise, accompanied by organic wine pairings. At the Osteria Contemporanea next door the dishes are simpler but still full of flavour.	['Air conditioning', 'Garden or park', 'Restaurant offering vegetarian menus', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 041 527 2281	https://www.venissa.it/	far away tourist hord venissa situat small wall vineyard date back middl age – complet 14c belltow – small island mazzorbo magic set perfect short stroll settl eat addit dorona di venezia vineyard restaur also kitchen garden provid veget includ unusu varieti “ castraur ” type local artichok garden come small wooden bridg link mazzorbo neighbour burano complet visit lagoon explor lacemak ’ shop admir colour local hous main focu howev cuisin – excel cuisin chef chiara pavan francesco brutto describ dish “ ambiental ” environment close connect lagoon upper adriat menu featur plenti fish veget almost meat guest choos number cours dish come surpris accompani organ wine pair osteria contemporanea next door dish simpler still full flavour
824	Marco Martini Restaurant	viale Aventino 121	Rome	00153	Italy	€€€	Creative, Contemporary	Situated on the first floor of a beautiful period palazzo, this restaurant recalls the style of a winter garden, where natural daylight, greenery and pretty floor tiles all contribute to the attractive setting. Here, Marco Martini creates imaginative cuisine (with occasionally surprising combinations) that nonetheless remains influenced by the gastronomic traditions of Rome, not so much in the recipes used but in the chef’s love for intense flavours that leave the palate completely satisfied.	['Air conditioning', 'Restaurant offering vegetarian menus', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 06 4559 7350	https://www.marcomartinichef.com/	situat first floor beauti period palazzo restaur recal style winter garden natur daylight greeneri pretti floor tile contribut attract set marco martini creat imagin cuisin occasion surpris combin nonetheless remain influenc gastronom tradit rome much recip use chef ’ love intens flavour leav palat complet satisfi
825	Duo Ristorante	via Giuseppe Garibaldi 11	Lecce	73100	Italy	€€€	Apulian, Modern Cuisine	This elegant, intimate restaurant with subdued lighting is the perfect choice for a romantic gourmet dinner. The chef offers several different menus, allowing guests to choose their main course from any of these. Creative cuisine, with a strong focus on ingredients from Puglia.	['Air conditioning', 'Restaurant offering vegetarian menus']	['Amex', 'Mastercard', 'Visa']	+39 0832 520956	https://www.ristoranteduo.it/	eleg intim restaur subdu light perfect choic romant gourmet dinner chef offer sever differ menu allow guest choos main cours creativ cuisin strong focu ingredi puglia
826	Suinsom	strada Puez 12	Selva di Val Gardena	39048	Italy	€€€€	Italian Contemporary	The two small pale wood paneled stube are the stage for a gourmet cuisine with a Mediterranean touch and more besides, the charcoal-grilled eel is a striking example, besides being delicious. Among the excellent meats, we recommend the roe deer venison, tender with a rich flavor thanks to its preparation that includes mango, while the Tuscan chef draws on his origins for some first courses, such as pici with lamb ragout and cuttlefish tartar... a truly interesting suggestion! The good wine selection includes various and even international productions on a wine list that is well divided by vine variety.	['Car park', 'Garden or park', 'Interesting wine list']	['Amex', 'Mastercard', 'Visa']	+39 0471 774100	https://www.tyrolhotel.it/it/ristorante-michelin-suinsom-val-gardena/	two small pale wood panel stube stage gourmet cuisin mediterranean touch besid charcoalgril eel strike exampl besid delici among excel meat recommend roe deer venison tender rich flavor thank prepar includ mango tuscan chef draw origin first cours pici lamb ragout cuttlefish tartar truli interest suggest good wine select includ variou even intern product wine list well divid vine varieti
827	Casa del Nonno 13	via Caracciolo 13	loc. Sant'Eustachio	Mercato San Severino	84085	€€€	Campanian, Modern Cuisine	Recently re-opened under new management, this charming restaurant winds its way from room to room until you finally arrive at the palazzo’s old cellars, the jewel in its crown. The cuisine here has quickly made a name for itself, focusing on strong links with regional traditions and showcasing local favourites on a menu full of tempting options, including salumi, local vegetables, pasta dishes, grilled meat options and typical local ingredients such as San Marzano tomatoes. The delicious cuisine pays tribute to the fine culinary traditions of Campania.	['Air conditioning', 'Interesting wine list', 'Terrace']	['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']	+39 089 894399	https://www.casadelnonno13.it/	recent reopen new manag charm restaur wind way room room final arriv palazzo ’ old cellar jewel crown cuisin quickli made name focus strong link region tradit showcas local favourit menu full tempt option includ salumi local veget pasta dish grill meat option typic local ingredi san marzano tomato delici cuisin pay tribut fine culinari tradit campania
828	Gatto Rosso	via Cavour 2	Taranto	74123	Italy	€€	Seafood	This small, long - established restaurant has been run by the same family for three generations, as depicted by the black - and - white photos on the walls. Simple and well - maintained dining room, plus a menu which focuses uniquely on fish dishes.	['Air conditioning']	['Amex', 'Mastercard', 'Visa']	+39 340 533 7800	https://www.ristorantegattorosso.com	small long establish restaur run famili three gener depict black white photo wall simpl well maintain dine room plu menu focus uniqu fish dish
829	Christian & Manuel	corso Magenta 71	Vercelli	13100	Italy	€€€	Modern Cuisine	This restaurant features sophisticated, creative cooking and top quality ingredients, without forgetting the culinary traditions of the area and region. Therefore, don't be surprised by the special attention reserved for rice: the menu offers a selection of twenty risottos, but also a lot of delicious land and sea specialities.	['Air conditioning', 'Interesting wine list']	['Amex', 'Unionpay', 'Dinersclub', 'Discover', 'Jcb', 'Maestrocard', 'Mastercard', 'Visa']	+39 0161 253585	https://www.christianemanuel.it/	restaur featur sophist creativ cook top qualiti ingredi without forget culinari tradit area region therefor dont surpris special attent reserv rice menu offer select twenti risotto also lot delici land sea special
830	Cavalluccio Marino	contrada Cala Croce 3	Lampedusa	92031	Italy	€€€	Modern Cuisine	Imaginative cuisine in a long - established family restaurant, which is constantly updated by each generation. Situated away from the town centre, yet easily accessible, the restaurant boasts an enviable seafront location. Excellent selection of local and international wines.	['Air conditioning', 'Car park', 'Garden or park', 'Great view', 'Interesting wine list', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 338 275 5249	https://www.hotelcavallucciomarino.com/	imagin cuisin long establish famili restaur constantli updat gener situat away town centr yet easili access restaur boast enviabl seafront locat excel select local intern wine
831	Il Conte Matto	via Taverne 40	Trequanda	53020	Italy	€€	Tuscan, Traditional Cuisine	The castle’s 14C hunting lodge has been converted into a showcase for Tuscan produce with a panoramic terrace overlooking the hills and glimpses of the surrounding countryside from the guestrooms. Specialities include pici pasta in a Chianina beef ragù, veal tagliata seasoned with three salts and herbs from the garden, and cantucci biscuits served with dessert wine.	['Air conditioning', 'Great view', 'Terrace']	['Mastercard', 'Visa']	+39 0577 662079	https://www.contematto.it	castl ’ 14c hunt lodg convert showcas tuscan produc panoram terrac overlook hill glimps surround countrysid guestroom special includ pici pasta chianina beef ragù veal tagliata season three salt herb garden cantucci biscuit serv dessert wine
832	Crotto Valtellina	via Fiume 11	località Valle	Malnate	21046	€€€	Cuisine from Valtellina	With a bar or wine cellar located just inside the entrance, followed by a rustic dining hall, this restaurant serves strictly Valtellinese cuisine. Outdoor service in the summer, in the area below the cliff.	['Air conditioning', 'Car park', 'Interesting wine list', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 0332 427258	https://www.crottovaltellina.it	bar wine cellar locat insid entranc follow rustic dine hall restaur serv strictli valtellines cuisin outdoor servic summer area cliff
833	Tre Galline	via Bellezia 37	Turin	10122	Italy	€€	Piedmontese	A bastion of traditional Piedmontese cuisine, the main dining room at this restaurant boasts a profusion of wood from its parquet flooring to the wood panelling and exposed roofbeams. The warm, hearty cuisine features local specialities such as vitello tonnato, agnolotti pasta with roast meat sauce and a selection of mixed boiled meats, as well as a cheese trolley.	['Air conditioning']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 011 436 6553	https://www.3galline.it/	bastion tradit piedmontes cuisin main dine room restaur boast profus wood parquet floor wood panel expos roofbeam warm hearti cuisin featur local special vitello tonnato agnolotti pasta roast meat sauc select mix boil meat well chees trolley
834	Estro Vino e Cucina	calle Crosera	sestiere Dorsoduro 3778	Venice	30123	€€	Modern Cuisine, Mediterranean Cuisine	Situated slightly off the beaten track, this modern wine bar is also a restaurant serving Mediterranean cuisine accompanied by a selection of 700 organic wines. Snacks are available at aperitif hour.	['Air conditioning', 'Interesting wine list']	['Maestrocard', 'Mastercard', 'Visa']	+39 041 476 4914	https://www.estrovenezia.com/	situat slightli beaten track modern wine bar also restaur serv mediterranean cuisin accompani select 700 organ wine snack avail aperitif hour
835	Rifugio Fuciade	località Fuciada - Soraga di Fassa	San Pellegrino	38035	Italy	€€	Regional Cuisine, Alpine	To give you an idea of the Alpine location of this restaurant framed by the Costabella mountain chain, suffice it to say that for centuries it was used for mountain pasture. There’s a breathtaking view of the Dolomites which extend into the distance as far as Pale di San Martino, while the menu here focuses on regional recipes such as canderli dumplings on a bed of cabbage, veal stew with polenta and chanterelle mushrooms, and polenta gnocchetti with herb pesto, smoked ricotta and lemon thyme. The wine cellar is home to more than 600 labels, plus accommodation is available in a choice of tranquil guestrooms.	['Garden or park', 'Great view', 'Interesting wine list', 'Terrace']	['Mastercard', 'Visa']	+39 0462 574281	https://www.fuciade.it/	give idea alpin locat restaur frame costabella mountain chain suffic say centuri use mountain pastur ’ breathtak view dolomit extend distanc far pale di san martino menu focus region recip canderli dumpl bed cabbag veal stew polenta chanterel mushroom polenta gnocchetti herb pesto smoke ricotta lemon thyme wine cellar home 600 label plu accommod avail choic tranquil guestroom
836	Taverna 58	corso Manthoné 46	Pescara	65127	Italy	€	Cuisine from Abruzzo, Traditional Cuisine	Situated in the district where Ennio Flaiano and Gabriele d'Annunzio once lived, this excellent trattoria has been in business now for over 40 years. Despite changing hands in 2020, the restaurant’s essence remains the same. The cuisine is still simple and rustic, generously portioned and full of flavour, with its roots firmly planted in Abruzzi traditions. The menu features arrosticini (skewered grilled meat), vegetable and goat’s cheese fritters, numerous meat-based main courses (mutton, pork, rabbit, wild boar, veal, beef etc), and a white Abruzzese torrone named Oh pe' la Maiellaby the restaurant. Guests are welcome to visit the medieval and Roman remains in the wine cellars.	['Air conditioning', 'Wheelchair access']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 085 690724	https://www.taverna58.it/	situat district ennio flaiano gabriel dannunzio live excel trattoria busi 40 year despit chang hand 2020 restaur ’ essenc remain cuisin still simpl rustic gener portion full flavour root firmli plant abruzzi tradit menu featur arrosticini skewer grill meat veget goat ’ chees fritter numer meatbas main cours mutton pork rabbit wild boar veal beef etc white abruzzes torron name oh pe la maiellabi restaur guest welcom visit mediev roman remain wine cellar
837	Osteria 1126	località Cinciano 2	Poggibonsi	53036	Italy	€	Tuscan	The 1126 in the name of this restaurant refers to the year in which the hilltop hamlet in which it is situated was founded. Today the hamlet is home to apartments with their own kitchen, as well as the main villa. In the restaurant, a young enthusiastic couple serves contemporary - style cuisine made from local ingredients.	['Car park', 'Terrace']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 0577 932240	https://www.cinciano.it/	1126 name restaur refer year hilltop hamlet situat found today hamlet home apart kitchen well main villa restaur young enthusiast coupl serv contemporari style cuisin made local ingredi
838	Villa Feltrinelli	via Rimembranza 38/40	Gargnano	25084	Italy	€€€€	Creative, Contemporary	Villa Feltrinelli was the lakeside holiday home of the Milanese family of the same name, who chose this beautiful location on Lake Garda for its scenery of rugged mountains and its relaxing ambience. Today, over a century later, this beautiful setting is home to a luxury hotel and restaurant. Sip an aperitif on the lakeside, then move to the beautiful terrace or elegant dining room to enjoy Stefano Baiocco’s surprise tasting menu which features freshwater fish, seafood and the finest cuts of Italian meat, all expertly prepared and skilfully flavoured with different aromatic herbs. In short, this restaurant has it all – timeless appeal, striking architecture and breathtaking beauty.	['Air conditioning', 'Car park', 'Garden or park', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 0365 798000	https://www.ristorantevillafeltrinelli.com/it/	villa feltrinelli lakesid holiday home milanes famili name chose beauti locat lake garda sceneri rug mountain relax ambienc today centuri later beauti set home luxuri hotel restaur sip aperitif lakesid move beauti terrac eleg dine room enjoy stefano baiocco ’ surpris tast menu featur freshwat fish seafood finest cut italian meat expertli prepar skil flavour differ aromat herb short restaur – timeless appeal strike architectur breathtak beauti
839	Nicolin	via Paisiello 4	località Maggianico	Lecco	23900	€€	Modern Cuisine, Mediterranean Cuisine	Run by the same family for over 30 years, this restaurant has recently been fully renovated. It serves traditional cuisine, as well as some imaginative dishes and a good choice of wine. Alfresco dining on the terrace in summer.	['Air conditioning', 'Car park', 'Terrace', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 0341 422122	https://www.ristorantenicolin.it/	run famili 30 year restaur recent fulli renov serv tradit cuisin well imagin dish good choic wine alfresco dine terrac summer
840	Parizzi	strada della Repubblica 71	Parma	43121	Italy	€€€	Creative	Based around carefully chosen ingredients sourced from the best local producers, the cuisine served at this restaurant is light and yet tasty. You’ll find typical Parma dishes on the menu here alongside more creative fare, with a slight emphasis on fish and seafood although meat and game (one of the chef’s passions!) also make an appearance. Together with his wife Cristina who oversees the front of house, chef Marco Parizzi continues his family’s tradition of providing a warm welcome and excellent cuisine. Guestrooms (this is a convenient central location) are also available.	['Air conditioning', 'Interesting wine list', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 0521 285952	https://www.ristoranteparizzi.it/	base around care chosen ingredi sourc best local produc cuisin serv restaur light yet tasti ’ find typic parma dish menu alongsid creativ fare slight emphasi fish seafood although meat game one chef ’ passion also make appear togeth wife cristina overse front hous chef marco parizzi continu famili ’ tradit provid warm welcom excel cuisin guestroom conveni central locat also avail
841	Trattoria da Fagiolino	via Carega 1	Cutigliano	51024	Italy	€	Tuscan	To get to the dining room at this restaurant you walk past the kitchen, where its stoves are lit and its chefs hard at work. This is the sort of restaurant that you’d love to have as your local, serving delicious traditional cuisine in a simple yet friendly setting. The dishes are resolutely Tuscan and the ingredients are of the highest quality.	['Great view']	['Amex', 'Mastercard', 'Visa']	+39 0573 68014	https://www.trattoriadafagiolino.com/	get dine room restaur walk past kitchen stove lit chef hard work sort restaur ’ love local serv delici tradit cuisin simpl yet friendli set dish resolut tuscan ingredi highest qualiti
842	Antica Locanda del Villoresi	via Sempione 4	Nerviano	20014	Italy	€€	Mediterranean Cuisine	What was once a post station is now a renowned restaurant overlooking the Villoresi canal. Although the attractive dining room has retained some of its historical features, the decor here is more contemporary in feel. The Mediterranean-style cuisine focuses mainly on fish and is beautifully presented, with dishes such as fried artichokes with red prawns and bottarga on the menu in season. Raw fish dishes are also occasionally available.	['Air conditioning', 'Car park', 'Terrace']	['Amex', 'Maestrocard', 'Mastercard', 'Visa']	+39 0331 559450		post station renown restaur overlook villoresi canal although attract dine room retain histor featur decor contemporari feel mediterraneanstyl cuisin focus mainli fish beauti present dish fri artichok red prawn bottarga menu season raw fish dish also occasion avail
843	Satricvm	strada Nettunense 1227	Le Ferriere	04100	Italy	€€€	Country cooking, Modern Cuisine	Their experience in London, as well as in restaurants around the world, is evident in the pleasant yet somewhat unexpected international atmosphere created by this husband-and-wife team. Using modern techniques and locally sourced produce, the chef succeeds in showcasing the Agro Pontino area in his cuisine which is contemporary while still respecting the traditions of the region.	['Air conditioning', 'Car park', 'Terrace', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 349 192 3153		experi london well restaur around world evid pleasant yet somewhat unexpect intern atmospher creat husbandandwif team use modern techniqu local sourc produc chef succe showcas agro pontino area cuisin contemporari still respect tradit region
844	Le Viole	strada nuova di Castelnuovo 60/a	Castelnovo di Baganzola	43126	Italy	€	Emilian, Modern Cuisine	Regionally based cuisine with the occasional hint of creativity and a good choice of à la carte dishes are the highlights at this friendly restaurant on the outskirts of Parma. An authentic, genuine welcome, with an attractive lounge near the entrance and the warm ambience of a private home.	['Air conditioning', 'Car park', 'Terrace']	['Amex', 'Mastercard', 'Visa']	+39 0521 601000	https://www.trattorialevioleparma.com/	region base cuisin occasion hint creativ good choic à la cart dish highlight friendli restaur outskirt parma authent genuin welcom attract loung near entranc warm ambienc privat home
845	Glass Hostaria	vicolo del Cinque 58	Rome	00153	Italy	€€€€	Creative	In the heart of popular Trastevere with its many restaurants, Glass comes as a surprise, housed in what was once a coach-house (as the high ceilings still demonstrate) and now an elegant restaurant (if you want more privacy, there are a few tables set up on the mezzanine). Cristina Bowerman offers a choice of tasting menus (one of which is vegetarian) and a limited selection of à la carte dishes. Her cuisine is creative, with the occasional nod to the culinary traditions of Lazio. The excellent wine list also includes a choice of liqueurs and spirits.	['Air conditioning', 'Interesting wine list', 'Restaurant offering vegetarian menus']	['Amex', 'Dinersclub', 'Mastercard', 'Visa']	+39 06 5833 5903		heart popular trastever mani restaur glass come surpris hous coachhous high ceil still demonstr eleg restaur want privaci tabl set mezzanin cristina bowerman offer choic tast menu one vegetarian limit select à la cart dish cuisin creativ occasion nod culinari tradit lazio excel wine list also includ choic liqueur spirit
846	Bistrot	viale Franceschi 14	Forte dei Marmi	55042	Italy	€€€€	Seafood, Italian Contemporary	Despite its name, this is in fact a gourmet restaurant and not a simple bistro. It is run by the Vaiani, a family of professional restaurateurs and hoteliers who have entrusted the kitchen here to talented chef Andrea Mattei. This partnership has strengthened the style of Bistrot, which is somewhere between traditional and modern in feel and where the quality of the ingredients has always been of utmost importance. The restaurant is particularly renowned for its excellent fish, most of which comes from the Tyrrhenian sea, while it also boasts two wood-fired ovens in which the chef bakes different, truly delicious breads and cooks some of his dishes. The wine selection is a further attraction – the beautiful wine cellar is home to just under 2 000 different labels, with the choice of champagnes and Burgundy wines meriting special mention.	['Air conditioning', 'Car park', 'Interesting wine list', 'Restaurant offering vegetarian menus', 'Terrace', 'Wheelchair access']	['Amex', 'Mastercard', 'Visa']	+39 0584 89879		despit name fact gourmet restaur simpl bistro run vaiani famili profession restaurateur hoteli entrust kitchen talent chef andrea mattei partnership strengthen style bistrot somewher tradit modern feel qualiti ingredi alway utmost import restaur particularli renown excel fish come tyrrhenian sea also boast two woodfir oven chef bake differ truli delici bread cook dish wine select attract – beauti wine cellar home 2 000 differ label choic champagn burgundi wine merit special mention
847	Cocchi	via Gramsci 16/a	Parma	43126	Italy	€€	Emilian	This restaurant adjoining the Daniel hotel is the town’s pride and joy. Here, two quiet, rustic-style dining rooms provide the backdrop for typical Parma specialities that change with the passing seasons – the “tortelli alle erbette” (tortelli pasta with herbs) with parmesan and melted butter is particularly delicious – all accompanied by an excellent choice of wines. Booking in advance is highly recommended as the restaurant is extremely popular with visitors and locals alike.	['Air conditioning', 'Car park', 'Interesting wine list']	['Amex', 'Mastercard', 'Visa']	+39 0521 981990	https://www.ristorantecocchi.it/	restaur adjoin daniel hotel town ’ pride joy two quiet rusticstyl dine room provid backdrop typic parma special chang pass season – “ tortelli all erbett ” tortelli pasta herb parmesan melt butter particularli delici – accompani excel choic wine book advanc highli recommend restaur extrem popular visitor local alik
